0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
30450805,5,,PF-8380,COMPOUND,,NA;,,dysfunction,PHENOTYPE,,POSITIVE,ACTIVE,attenuate,"Administration with autotaxin inhibitor, PF-8380 effectively attenuates high fat diet-induced cardiac hypertrophy, dysfunction and inflammatory response.",Directed Link,Negative Cause
30450805,5,,PF-8380,COMPOUND,,NA;,,inflammatory response,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,attenuate,"Administration with autotaxin inhibitor, PF-8380 effectively attenuates high fat diet-induced cardiac hypertrophy, dysfunction and inflammatory response.",Directed Link,Negative Cause
30450805,6,,autotaxin,COMPOUND,inhibition,NA;,,circulating LPA levels,COMPOUND,,POSITIVE,ACTIVE,decrease,"Consistently, autotaxin inhibition also decreases circulating LPA levels in obese mice.",Directed Link,Negative Decrease
30450805,7,,LPA,COMPOUND,,NA;,,cell size enlargement,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,initiate,"In in?vitro study, LPA directly initiates cell size enlargement and inflammation in neonatal cardiomyocytes.",Directed Link,Positive Cause
30450805,7,,LPA,COMPOUND,,NA;,,inflammation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,initiate,"In in?vitro study, LPA directly initiates cell size enlargement and inflammation in neonatal cardiomyocytes.",Directed Link,Positive Cause
30450834,0,Knockdown of ,GAS5 ,RNA,,ganglion cells=CELL; Cell=CELL; ,,miR-124,GENE,,POSITIVE,ACTIVE,upregulate,Knockdown of long noncoding RNA GAS5 attenuates H2 O2 -induced damage in retinal ganglion cells through upregulating miR-124: Potential role in traumatic brain injury.,Directed Link,Negative Increase
30450834,0,Knockdown of ,GAS5 ,RNA,,ganglion cells=CELL; Cell=CELL; ,H2 O2 -induced,damage,PHENOTYPE,,POSITIVE,ACTIVE,upregulate,Knockdown of long noncoding RNA GAS5 attenuates H2 O2 -induced damage in retinal ganglion cells through upregulating miR-124: Potential role in traumatic brain injury.,Directed Link,Negative Increase
30450834,0,upregulating,miR-124,RNA,,ganglion cells=CELL; Cell=CELL; ,H2 O2 -induced,damage,PHENOTYPE,,POSITIVE,ACTIVE,attenuate,Knockdown of long noncoding RNA GAS5 attenuates H2 O2 -induced damage in retinal ganglion cells through upregulating miR-124: Potential role in traumatic brain injury.,Directed Link,Positive Decrease
30450834,8,,GAS5 ,RNA,silence,ganglion cells=CELL; Cell=CELL; ,H2 O 2 treatment-induced,cell injury,PHENOTYPE,,POSITIVE,ACTIVE,inhibit,H2 O 2 treatment-induced cell injury was inhibited by lncRNA GAS5 silence.,Directed Link,Negative Decrease
30450834,11,,GAS5,RNA,silence,ganglion cells=CELL; Cell=CELL; ,,cytoprotection effect,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,exert,GAS5 silence might exert cytoprotection effect via activating JAK/STAT3 signaling pathway and inhibiting activation of JNK signaling pathway.,Directed Link,Negative Increase
30450834,11,,GAS5,RNA,silence,ganglion cells=CELL; Cell=CELL; ,, JAK/STAT3 signaling pathway,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,activate,GAS5 silence might exert cytoprotection effect via activating JAK/STAT3 signaling pathway and inhibiting activation of JNK signaling pathway.,Directed Link,Negative Increase
30450834,11,,GAS5,RNA,silence,ganglion cells=CELL; Cell=CELL; ,activation of,JNK signaling pathway,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,GAS5 silence might exert cytoprotection effect via activating JAK/STAT3 signaling pathway and inhibiting activation of JNK signaling pathway.,Directed Link,Negative Decrease
30450834,11,activating, JAK/STAT3 signaling pathway,BIOLOGICAL PROCESS,,ganglion cells=CELL; Cell=CELL; ,,cytoprotection effect,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,exert,GAS5 silence might exert cytoprotection effect via activating JAK/STAT3 signaling pathway and inhibiting activation of JNK signaling pathway.,Directed Link,Positive Increase
30450834,11,inhibiting activation,JNK signaling pathway,BIOLOGICAL PROCESS,,ganglion cells=CELL; Cell=CELL; ,,cytoprotection effect,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,exert,GAS5 silence might exert cytoprotection effect via activating JAK/STAT3 signaling pathway and inhibiting activation of JNK signaling pathway.,Directed Link,Negative Increase
30450839,1,,Phosphatidylinositide 3-kinases ,ENZYME,,NA;,,protein kinase B,ENZYME,,POSITIVE,ACTIVE,recruit,"Phosphatidylinositide 3-kinases (PI3Ks) are intracellular signal transducer enzymes that recruit protein kinase B (aka Akt) to the cell membrane, the subsequent activation of which regulates many cellular functions.",Directed Link,Directed Link
30450839,1,,PI3Ks,ENZYME,,NA;,,protein kinase B,ENZYME,,POSITIVE,ACTIVE,recruit,"Phosphatidylinositide 3-kinases (PI3Ks) are intracellular signal transducer enzymes that recruit protein kinase B (aka Akt) to the cell membrane, the subsequent activation of which regulates many cellular functions.",Directed Link,Directed Link
30450839,1,,Phosphatidylinositide 3-kinases ,ENZYME,,NA;,,aka Akt,ENZYME,,POSITIVE,ACTIVE,recruit,"Phosphatidylinositide 3-kinases (PI3Ks) are intracellular signal transducer enzymes that recruit protein kinase B (aka Akt) to the cell membrane, the subsequent activation of which regulates many cellular functions.",Directed Link,Directed Link
30450839,1,,PI3Ks,ENZYME,,NA;,,aka Akt,ENZYME,,POSITIVE,ACTIVE,recruit,"Phosphatidylinositide 3-kinases (PI3Ks) are intracellular signal transducer enzymes that recruit protein kinase B (aka Akt) to the cell membrane, the subsequent activation of which regulates many cellular functions.",Directed Link,Directed Link
30450839,8,,cocaine,COMPOUND,,NA;,,PI3K/Akt-dependent signaling,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,increase,"Taken together, this cross-species, interdisciplinary, study provides convincing evidence that cocaine history produces an enduring increase in PI3K/Akt-dependent signaling within the more ventral aspect of the PFC that is relevant to behavioral reactivity to drug-associated cues/contexts.",Directed Link,Positive Cause
30450839,9,,PI3K,PROTEIN,inhibitors,NA;,,cue reactivity,PHENOTYPE,,POSITIVE,ACTIVE,reduce,"As such, PI3K inhibitors may well serve as an effective strategy for reducing drug cue reactivity and craving in cocaine addiction.",Directed Link,Negative Decrease
30450853,11,,KSS,PHENOTYPE,,NA;,,gastrointestinal symptoms,PHENOTYPE,,POSITIVE,ACTIVE,have,"Patients with KSS had gastrointestinal symptoms, which may indicate another aspect of systemic involvement.",Directed Link,Directed Link
30450857,0,,German Cockroach Extract ,COMPOUND,,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,Matrix Metalloproteinase-1,GENE,,POSITIVE,ACTIVE,Induce,"German Cockroach Extract Induces Matrix Metalloproteinase-1 Expression, Leading to Tight Junction Disruption in Human Airway Epithelial Cells.",Directed Link,Positive Cause
30450857,3,,MMP1,GENE,,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,airway obstruction,PHENOTYPE,,POSITIVE,ACTIVE,influence ,Matrix metalloproteinases (MMPs) digest extracellular matrix components and are involved in asthma pathogenesis: MMP1 is a collagenase with a direct influence on airway obstruction in asthmatics.,Directed Link,Directed Link
30450857,12,,extracellular signal-regulated kinase (ERK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,MMP1,GENE,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,12,,mitogen-activated protein kinase (MAPK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,MMP1,GENE,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,12,,extracellular signal-regulated kinase (ERK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,ETS1/SP1 DNA binding,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,12,,mitogen-activated protein kinase (MAPK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,ETS1/SP1 DNA binding,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,12,,extracellular signal-regulated kinase (ERK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,tight junction alteration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,12,,mitogen-activated protein kinase (MAPK),GENE,inhibitor,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,tight junction alteration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,block,"An extracellular signal-regulated kinase (ERK)/mitogen-activated protein kinase (MAPK) inhibitor also blocked MMP1 release, ETS1/SP1 DNA binding, and tight junction alteration.",Directed Link,Negative Decrease
30450857,13,,GCE,COMPOUND,,Cells=CELL; Cockroach=ORGANISM; Human=ORGANISM; Epithelial Cells=CELL; German Cockroach=ORGANISM; Tight Junction=CELL; ,,MMP1,GENE,,POSITIVE,ACTIVE,increase,"GCE treatment increases MMP1 expression, leading to tight junction disruption, which is transcriptionally regulated and influenced by the ERK/MAPK pathway in airway epithelial cells.",Directed Link,Positive Cause
30450927,1,,Diabetes,PHENOTYPE,,Transplant=ORGAN; ,risk of,kidney diseases,PHENOTYPE,,POSITIVE,ACTIVE,increase,Diabetes increases the risk of different kidney diseases.,Directed Link,Positive Cause
30450996,7,,Hypophysitis,PHENOTYPE,,Transplant=ORGAN; ,,pituitary dysfunction,PHENOTYPE,,POSITIVE,ACTIVE,result,"Although endocrine dysfunction & hypogonadism has been recognised to be a risk factor for SCFE at an atypically older age, due to reduced androgen levels leading to a weakened physeal plate, this is the first known case of a Xanthomatous Hypophysitis resulting in pituitary dysfunction and eventual SCFE.",Directed Link,Positive Cause
30451020,0,,methanol,COMPOUND,,NA;,,optic neuropathy,PHENOTYPE,,POSITIVE,ACTIVE,induce,Clinical and genetic determinants of chronic visual pathway changes after methanol - induced optic neuropathy: four-year follow-up study.,Directed Link,Positive Cause
30451020,1,,Methanol poisoning,PHENOTYPE,,NA;,,acute optic neuropathy,PHENOTYPE,,POSITIVE,ACTIVE,induce,Methanol poisoning induces acute optic neuropathy with possible long-term visual damage.,Directed Link,Positive Cause
30451020,11,,ApoE4 allele,GENE,,NA;,,brain necrotic lesions,PHENOTYPE,,POSITIVE,ACTIVE,associate,The presence of ApoE4 allele was further associated with brain necrotic lesions (r?=?0.384; p?=?.013) and brain hemorrhages (r?=?0.395; p?=?.011).,Undirected Link,Undirected Link
30451020,11,,ApoE4 allele,GENE,,NA;,,brain hemorrhages,PHENOTYPE,,POSITIVE,ACTIVE,associate,The presence of ApoE4 allele was further associated with brain necrotic lesions (r?=?0.384; p?=?.013) and brain hemorrhages (r?=?0.395; p?=?.011).,Undirected Link,Undirected Link
30451067,12,cuttlebone-derived ,hydroxyapatite ,COMPOUND,,NA;,,ALP activity,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,induce,"In addition, cuttlebone-derived hydroxyapatite significantly induced the ALP activity and osteocalcin secretion.",Directed Link,Positive Cause
30451067,12,cuttlebone-derived ,hydroxyapatite ,COMPOUND,,NA;,,osteocalcin,GENE,,POSITIVE,ACTIVE,induce,"In addition, cuttlebone-derived hydroxyapatite significantly induced the ALP activity and osteocalcin secretion.",Directed Link,Positive Cause
30451112,0,,Nemo-like kinase,GENE,,NA;,,proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,Overexpression of Nemo-like kinase promotes the proliferation and invasion of lung cancer cells and indicates poor prognosis.,Directed Link,Positive Cause
30451112,0,,Nemo-like kinase,GENE,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,Overexpression of Nemo-like kinase promotes the proliferation and invasion of lung cancer cells and indicates poor prognosis.,Directed Link,Positive Cause
30451112,9,,NLK,GENE,,NA;,,proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,enhance,"Additionally, proliferation, colony formation, and invasion turned out to be enhanced in NLK-overexpressing cells.",Directed Link,Positive Cause
30451112,9,,NLK,GENE,,NA;,,colony formation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,enhance,"Additionally, proliferation, colony formation, and invasion turned out to be enhanced in NLK-overexpressing cells.",Directed Link,Positive Cause
30451112,9,,NLK,GENE,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,enhance,"Additionally, proliferation, colony formation, and invasion turned out to be enhanced in NLK-overexpressing cells.",Directed Link,Positive Cause
30451112,12,Overexpression of ,NLK,GENE,,NA;,,EMT,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,activate,Overexpression of NLK activates the Wnt signaling pathway and EMT and promotes the proliferation and invasiveness of lung cancer cells.,Directed Link,Positive Increase
30451112,12,Overexpression of ,NLK,GENE,,NA;,,proliferation and invasiveness of lung cancer cells,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,Overexpression of NLK activates the Wnt signaling pathway and EMT and promotes the proliferation and invasiveness of lung cancer cells.,Directed Link,Positive Increase
30451112,12,Overexpression of ,NLK,GENE,,NA;,,Wnt signaling pathway,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,activate,Overexpression of NLK activates the Wnt signaling pathway and EMT and promotes the proliferation and invasiveness of lung cancer cells.,Directed Link,Positive Increase
30451117,4,,berberine,COMPOUND,,Mice=ORGANISM; ,,tumor growth,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,4,,cinnamic acid,COMPOUND,,Mice=ORGANISM; ,,tumor growth,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,4,,berberine,COMPOUND,,Mice=ORGANISM; ,,tumor volume,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,4,,cinnamic acid,COMPOUND,,Mice=ORGANISM; ,,tumor volume,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,5,,berberine and cinnamic acid ,COMPOUND,,Mice=ORGANISM; ,,tumor growth,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,5,,berberine and cinnamic acid ,COMPOUND,,Mice=ORGANISM; ,,tumor volume,PHENOTYPE,,POSITIVE,ACTIVE,decrease,"The results showed that berberine and cinnamic acid significantly decreased tumor growth and tumor volume (-74.8 and -75.5%, respectively) both as single agents and in combination with cisplatin.",Directed Link,Negative Cause
30451117,7,,berberine,COMPOUND,,Mice=ORGANISM; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Our results also showed that both berberine and cinnamic acid induced apoptosis by increasing the Bax/Bcl-2 ratio (74.1 and 45.1, respectively) and caspase-3 expression (14.3- and 11.6-fold increase, respectively).",Directed Link,Positive Cause
30451117,7,,cinnamic acid,COMPOUND,,Mice=ORGANISM; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Our results also showed that both berberine and cinnamic acid induced apoptosis by increasing the Bax/Bcl-2 ratio (74.1 and 45.1, respectively) and caspase-3 expression (14.3- and 11.6-fold increase, respectively).",Directed Link,Positive Cause
30451117,7,,berberine,COMPOUND,,Mice=ORGANISM; ,,caspase-3,GENE,,POSITIVE,ACTIVE,increase,"Our results also showed that both berberine and cinnamic acid induced apoptosis by increasing the Bax/Bcl-2 ratio (74.1 and 45.1, respectively) and caspase-3 expression (14.3- and 11.6-fold increase, respectively).",Directed Link,Positive Cause
30451117,7,,cinnamic acid,COMPOUND,,Mice=ORGANISM; ,,caspase-3,GENE,,POSITIVE,ACTIVE,increase,"Our results also showed that both berberine and cinnamic acid induced apoptosis by increasing the Bax/Bcl-2 ratio (74.1 and 45.1, respectively) and caspase-3 expression (14.3- and 11.6-fold increase, respectively).",Directed Link,Positive Cause
